SPI-H,SPI-A,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
75.5,69.3,-0.75,2,1.94,2.02,1.91
72.4,67.3,-0.75,2.16,2.08,1.84,1.79
89.4,82.5,-0.75,1.96,1.92,1.99,1.94
64.7,72,0.25,1.82,1.78,2.14,2.1
76.5,68.2,-0.75,1.91,1.86,2.05,2
76.2,71.8,-1.25,2.02,1.97,1.91,1.89
69.5,52.9,-1.25,2,1.95,1.96,1.91
67.3,62.8,-0.75,1.8,1.76,2.19,2.12
73.8,90.6,1,2.1,2.05,1.86,1.82
73.1,64.7,-0.75,1.98,1.93,1.97,1.93
56.9,89.4,1.5,2.12,2.08,1.84,1.79
75.5,76.2,-0.25,1.84,1.78,2.17,2.09
69.3,65.9,-0.5,1.96,1.92,1.98,1.94
82.5,69.5,-1.25,2,1.96,1.93,1.9
72,76.5,0.25,1.71,1.67,2.31,2.26
52.9,72.4,0.25,2.08,2.03,1.86,1.83
68.2,71.8,-0.25,1.9,1.85,2.06,2
84.6,51.8,-2,1.83,1.8,2.13,2.07
40,80.8,1.25,1.98,1.95,1.97,1.92
76.9,80.8,0.25,1.91,1.88,2.04,1.99
53.4,65.5,0.25,1.9,1.87,2.06,2
53,71.9,1,1.89,1.85,2.08,2.02
78.3,68.5,-1,2,1.96,1.95,1.91
78,51.3,-1.5,1.95,1.92,2,1.96
57.9,46.9,-0.75,1.9,1.87,2.05,2.01
57.8,59.1,-0.25,1.88,1.85,2.08,2.03
56.2,52.3,-0.5,2.13,2.09,1.84,1.8
46.9,53.4,-0.25,2.37,2.3,1.7,1.67
59.1,84.6,1.25,2.02,1.98,1.94,1.9
80.8,78.3,-0.25,2.02,1.99,1.93,1.89
52.3,78,0.25,2.05,2.01,1.91,1.87
53,40,-0.25,2.15,2.1,1.81,1.8
68.5,57.9,-0.5,1.88,1.86,2.08,2.04
71.9,51.8,-2,2.26,2.15,1.78,1.74
80.8,76.9,-1,1.68,1.65,2.36,2.32
51.3,56.2,-0.25,2.16,2.11,1.83,1.79
65.5,57.8,-1,2.39,2.32,1.68,1.65
84.6,52.3,-2,2.08,2.02,1.9,1.86
76.9,57.8,-1,2.06,2.01,1.92,1.87
46.9,65.5,0.75,1.86,1.84,2.08,2.05
53.4,80.8,1.5,1.85,1.83,2.12,2.06
51.8,53,-0.75,1.93,1.89,2.03,2
78.3,51.3,-1.75,1.97,1.93,1.98,1.95
78,71.9,-0.25,2.09,2.06,1.86,1.83
56.2,59.1,-0.25,2.08,2.04,1.87,1.85
40,68.5,0.25,2.03,1.99,1.93,1.88
53,78.3,1.5,1.95,1.89,2.04,1.98
68.5,53.4,-1,1.94,1.89,2.03,1.97
80.8,40,-2,2.01,1.95,1.94,1.91
52.3,76.9,0,2.16,2.08,1.83,1.79
59.1,78,0.5,1.92,1.89,2.03,1.98
71.9,56.2,-1.25,1.97,1.92,2,1.94
80.8,46.9,-2.5,2.03,1.97,1.95,1.9
57.8,84.6,1,2.09,2.05,1.88,1.82
51.3,51.8,-0.25,2.09,2.05,1.85,1.82
65.5,57.9,-0.75,1.98,1.91,2,1.95
53.4,78.3,1,1.87,1.83,2.09,2.04
76.9,53,-1.25,1.88,1.84,2.08,2.03
46.9,80.8,1.5,1.94,1.91,2.01,1.97
51.8,57.8,-0.25,1.88,1.84,2.09,2.03
59.1,52.3,-0.25,1.96,1.89,2.09,1.98
84.6,68.5,-1.5,2.07,2.02,1.89,1.86
78,80.8,0.5,1.85,1.8,2.14,2.08
71.9,51.3,-1.75,2,1.95,1.96,1.92
56.2,65.5,0,2.1,2.04,1.86,1.82
40,57.9,0.25,2.13,2.07,1.85,1.81
84.6,65.5,-1.25,1.92,1.88,2.03,1.99
80.8,56.2,-2,2.36,2.26,1.7,1.67
51.3,80.8,2,1.81,1.76,2.19,2.11
51.8,52.3,-0.25,1.97,1.92,2,1.95
53,46.9,-0.5,2.03,1.96,1.94,1.91
68.5,76.9,-0.25,2.01,1.96,1.94,1.9
78.3,59.1,-1.5,1.87,1.84,2.09,2.04
57.9,71.9,0.5,1.92,1.87,2.05,2
57.8,53.4,-0.25,1.83,1.8,2.13,2.08
40,78,1,1.9,1.85,2.07,2.02
59.1,53.4,-0.25,2.07,2.02,1.88,1.85
56.2,57.9,0,2.02,1.96,1.93,1.89
76.9,84.6,0.75,1.93,1.88,2.04,1.99
46.9,78.3,1.5,2.13,2.07,1.85,1.8
52.3,68.5,0,2.05,2,1.91,1.85
78,57.8,-1,1.78,1.71,2.28,2.18
71.9,80.8,0,2,1.95,1.95,1.91
80.8,51.8,-2.5,2.02,1.97,1.93,1.89
51.3,53,-0.5,2,1.95,1.96,1.92
65.5,40,-1.5,2,1.95,1.97,1.92
84.6,78,-1,1.98,1.92,1.98,1.93
80.8,80.8,0.25,1.91,1.87,2.04,1.99
53.4,51.3,-0.75,2.13,2.07,1.85,1.81
51.8,59.1,-0.25,2.01,1.95,1.95,1.91
53,65.5,0.5,1.91,1.87,2.04,2
68.5,56.2,-1,2.17,2.11,1.83,1.76
78.3,71.9,-0.25,1.91,1.86,2.06,2.01
57.9,76.9,0,2.1,2.02,1.9,1.84
57.8,52.3,-0.25,2.03,1.97,1.95,1.89
40,46.9,-0.5,1.96,1.91,2.02,1.96
80.8,78.3,-1,2.06,2.01,1.9,1.85
57.9,53,-1,2,1.95,1.96,1.91
76.9,53.4,-1,2.17,2.09,1.83,1.78
46.9,68.5,1,1.88,1.84,2.09,2.03
52.3,40,-0.5,1.9,1.86,2.06,2.01
78,51.8,-2,2.39,2.3,1.68,1.64
71.9,59.1,-1,1.92,1.85,2.07,2.01
51.3,57.8,0,1.9,1.85,2.06,2
65.5,80.8,0.5,1.92,1.88,2.05,1.99
56.2,84.6,1,2.2,2.13,1.79,1.75
78.3,57.9,-1,1.79,1.73,2.22,2.15
76.9,40,-1.5,2.07,2.02,1.89,1.85
53.4,78,1,1.72,1.68,2.33,2.24
51.8,46.9,-1,1.9,1.86,2.05,2.01
52.3,71.9,0.25,2.06,2.01,1.9,1.86
68.5,65.5,-0.5,1.94,1.88,2.03,2
59.1,80.8,1.5,1.86,1.82,2.12,2.05
84.6,51.3,-2,1.69,1.66,2.37,2.27
80.8,53,-2,1.8,1.76,2.19,2.11
57.8,56.2,-0.5,2.03,1.98,1.94,1.89
71.9,84.6,0.5,2,1.95,1.96,1.92
80.8,53.4,-1.75,2.13,2.06,1.85,1.81
46.9,78,2,1.71,1.65,2.36,2.27
53,68.5,1,1.75,1.71,2.29,2.19
80.8,57.8,-2,1.78,1.71,2.25,2.18
57.9,52.3,-0.5,1.87,1.84,2.08,2.04
51.3,59.1,0,2.18,2.11,1.8,1.78
65.5,51.8,-1,2.1,2.05,1.87,1.82
56.2,76.9,0.5,1.86,1.83,2.08,2.04
40,78.3,1.25,2.11,2.04,1.88,1.83
53.4,53,-1,2.63,2.51,1.59,1.55
59.1,57.9,0,2.08,2.03,1.88,1.84
76.9,51.3,-1.5,2.03,1.98,1.93,1.89
51.8,40,-0.5,1.9,1.86,2.05,2.01
52.3,80.8,1.25,2.03,1.98,1.93,1.89
68.5,80.8,0.25,1.92,1.86,2.06,2.01
78.3,65.5,-1,1.86,1.82,2.1,2.05
84.6,46.9,-3,1.86,1.83,2.09,2.04
57.8,71.9,0.25,2.11,2.06,1.85,1.82
80.8,71.9,-1,1.79,1.73,2.21,2.15
80.8,78,-0.25,1.97,1.93,1.98,1.94
46.9,57.8,0.25,2.08,2.04,1.88,1.83
53,59.1,0.25,1.84,1.8,2.14,2.08
78.3,76.9,-1,2.44,2.33,1.67,1.64
57.9,84.6,1,1.96,1.9,2.04,1.96
51.3,68.5,0.5,1.99,1.94,1.97,1.92
65.5,52.3,-0.5,1.84,1.8,2.12,2.07
56.2,51.8,-0.5,2.01,1.96,1.95,1.91
40,53.4,0,2.15,2.09,1.82,1.8
53.4,57.9,0,1.92,1.88,2.04,1.98
51.8,78.3,1,1.82,1.77,2.2,2.11
52.3,51.3,-0.5,1.93,1.9,2.02,1.98
57.8,40,-1,2.23,2.15,1.78,1.74
59.1,80.8,1,1.72,1.68,2.36,2.25
84.6,53,-2,1.79,1.75,2.2,2.13
78,68.5,-1,2.21,2.14,1.81,1.75
71.9,65.5,-1,2.39,2.32,1.68,1.64
56.2,80.8,1.25,2.11,2.07,1.85,1.81
76.9,46.9,-2,2.35,2.23,1.71,1.69
80.8,84.6,-0.25,1.85,1.81,2.14,2.08
80.8,51.3,-2,2.33,2.22,1.76,1.69
65.5,76.9,0,1.82,1.79,2.15,2.1
46.9,71.9,1.5,1.83,1.79,2.14,2.08
53.4,51.8,-0.5,2.07,2.03,1.88,1.85
68.5,57.8,-1,2.02,1.98,1.93,1.89
78.3,52.3,-1.25,1.98,1.93,1.98,1.94
57.9,78,0.25,2.12,2.07,1.85,1.81
53,56.2,0,2.06,1.99,1.92,1.87
40,59.1,0.25,2.02,1.96,1.95,1.91
51.8,57.9,-0.25,2.31,2.21,1.74,1.69
84.6,78.3,-1,2.35,2.27,1.7,1.66
52.3,80.8,1,1.81,1.77,2.17,2.09
71.9,53.4,-1,1.92,1.85,2.06,2
80.8,68.5,-1.5,2.06,2,1.9,1.86
57.8,53,-0.75,2.07,2.02,1.9,1.84
51.3,40,-0.5,2.08,2.04,1.86,1.83
56.2,46.9,-1,1.83,1.79,2.14,2.08
78,65.5,-1,1.83,1.78,2.14,2.08
59.1,76.9,0.25,1.87,1.83,2.09,2.04
78.3,56.2,-1.5,1.99,1.95,1.96,1.92
80.8,51.8,-2,2.26,2.18,1.75,1.71
65.5,80.8,1,1.79,1.75,2.19,2.13
76.9,78,-0.25,2.07,2.03,1.88,1.84
46.9,51.3,0.25,1.7,1.68,2.3,2.25
53.4,84.6,1,2.2,2.15,1.78,1.74
53,52.3,0.25,1.89,1.85,2.07,2.02
68.5,59.1,-1,2.15,2.04,1.87,1.82
57.9,57.8,-0.5,1.82,1.79,2.16,2.09
40,71.9,1,1.92,1.87,2.06,1.99
51.8,68.5,0.25,1.93,1.88,2.03,1.98
52.3,53.4,0,1.86,1.82,2.1,2.05
59.1,46.9,-1.25,2.03,1.98,1.95,1.88
84.6,80.8,-0.75,2.12,2.06,1.84,1.81
78,53,-2,2.19,2.11,1.8,1.76
71.9,76.9,-0.25,2.12,2.08,1.84,1.8
80.8,57.9,-1.75,1.96,1.9,2.01,1.96
57.8,78.3,0.75,1.93,1.88,2.04,1.98
51.3,65.5,0.25,2.08,2.03,1.89,1.84
56.2,40,-0.75,1.9,1.86,2.05,2
53,80.8,2,1.77,1.72,2.28,2.17
76.9,51.8,-1,1.8,1.74,2.24,2.15
46.9,52.3,0.25,1.94,1.89,2.03,1.98
53.4,56.2,-0.25,2.1,2.05,1.86,1.82
68.5,71.9,-0.25,1.82,1.77,2.19,2.11
78.3,78,-0.25,2.03,1.97,1.95,1.89
80.8,57.8,-1.5,1.95,1.89,2.02,1.97
57.9,51.3,-1,2.34,2.24,1.73,1.68
65.5,59.1,-0.25,1.85,1.79,2.15,2.08
40,84.6,2,1.75,1.71,2.28,2.18
52.3,56.2,0.25,1.84,1.79,2.14,2.1
68.5,78.3,-0.25,2.25,2.18,1.76,1.72
46.9,57.9,0.25,2.12,2.06,1.86,1.82
51.8,84.6,1.5,1.9,1.85,2.06,2.01
59.1,57.8,-0.25,1.9,1.87,2.04,2
71.9,53,-1.5,2.05,2,1.9,1.86
80.8,40,-2.5,2.01,1.96,1.96,1.91
80.8,76.9,-1,2.36,2.28,1.68,1.66
51.3,78,1,2,1.96,1.95,1.91
65.5,53.4,-0.25,1.87,1.83,2.08,2.04
76.9,80.8,0.25,2.14,2.08,1.83,1.78
53.4,46.9,-1,2.28,2.21,1.73,1.7
51.8,71.9,0.25,2.19,2.11,1.82,1.76
78.3,80.8,-0.25,2.11,2.06,1.86,1.81
78,52.3,-2,2.25,2.16,1.77,1.72
57.9,68.5,0.25,1.84,1.79,2.14,2.07
57.8,65.5,-0.25,2.35,2.27,1.71,1.66
56.2,51.3,-0.75,2.04,1.99,1.91,1.86
40,53,-0.25,1.87,1.84,2.07,2.02
84.6,59.1,-2,2.37,2.24,1.77,1.68
78,56.2,-1,1.86,1.81,2.12,2.06
57.9,80.8,0.75,1.75,1.71,2.26,2.17
52.3,84.6,1.25,2.08,2.04,1.87,1.82
57.8,76.9,0.25,1.99,1.95,1.95,1.91
53,51.8,-0.25,2.08,2.01,1.91,1.84
68.5,40,-1.5,1.9,1.85,2.05,2.01
59.1,56.2,-0.25,1.93,1.89,2.03,1.96
71.9,78,-0.25,2.19,2.13,1.79,1.75
80.8,53.4,-2,1.99,1.93,1.98,1.92
80.8,57.9,-1,1.67,1.63,2.4,2.33
51.3,78.3,1,1.79,1.75,2.19,2.13
65.5,46.9,-1,1.73,1.69,2.28,2.21
78.3,53,-1.25,1.79,1.75,2.18,2.13
57.9,65.5,-0.25,2.1,2.05,1.86,1.81
76.9,52.3,-1.25,1.88,1.84,2.07,2.01
46.9,80.8,2,2.02,1.94,1.99,1.92
53.4,68.5,0.25,1.94,1.89,2,1.95
51.8,51.3,-0.25,1.85,1.8,2.12,2.06
84.6,57.8,-2,2.42,2.3,1.68,1.64
56.2,71.9,0.25,1.93,1.89,2.01,1.96
40,80.8,1.25,1.94,1.89,2.03,1.96
78,59.1,-1,1.88,1.81,2.12,2.05
68.5,84.6,0.75,1.81,1.77,2.16,2.1
53,76.9,0.75,1.79,1.75,2.19,2.11
80.8,78,-1,2.19,2.11,1.83,1.76
51.3,71.9,1,1.6,1.55,2.63,2.49
52.3,59.1,0.25,1.73,1.69,2.28,2.2
78.3,53.4,-1,1.87,1.82,2.09,2.04
80.8,46.9,-2.25,2.01,1.94,1.96,1.91
57.9,40,-1,1.77,1.72,2.23,2.16
57.8,51.8,-0.25,1.84,1.81,2.1,2.05
65.5,56.2,-0.75,2.14,2.08,1.83,1.78
52.3,51.8,-0.25,2.14,2.09,1.82,1.78
59.1,78.3,0.25,1.95,1.89,2.01,1.96
56.2,80.8,0.5,2.05,2.01,1.9,1.85
76.9,68.5,-0.25,2.07,2.03,1.87,1.83
46.9,53,-0.25,2.26,2.2,1.73,1.7
53.4,57.8,-0.25,2.29,2.19,1.76,1.7
71.9,57.9,-1,2.37,2.26,1.72,1.66
80.8,51.3,-2,1.79,1.74,2.28,2.14
65.5,84.6,0.75,1.94,1.88,2.04,1.98
78,40,-2,1.91,1.87,2.04,1.98
53.4,59.1,-0.25,2.46,2.36,1.65,1.61
78.3,46.9,-2,2.31,2.2,1.73,1.7
53,51.3,-0.25,2.02,1.95,1.96,1.89
68.5,52.3,-1,1.8,1.73,2.24,2.14
80.8,71.9,-0.75,2.24,2.15,1.77,1.73
57.9,56.2,-0.25,1.72,1.69,2.26,2.2
57.8,78,0.75,1.8,1.76,2.19,2.1
40,65.5,1,1.75,1.68,2.3,2.23
51.8,80.8,1.5,1.91,1.87,2.04,1.99
78,84.6,0.25,1.97,1.93,2,1.93
80.8,80.8,-1,2.09,2.03,1.9,1.84
51.3,53.4,-0.25,2.08,2.03,1.87,1.83
80.8,65.5,-0.75,1.94,1.81,2.12,2.05
40,52.3,0.25,2,1.94,1.95,1.91
53.4,76.9,0.5,2,1.94,1.96,1.92
51.8,78,1,1.79,1.71,2.28,2.19
53,57.9,0.25,1.9,1.86,2.04,1.99
68.5,46.9,-1.5,2.05,2,1.9,1.85
59.1,71.9,0.25,1.88,1.83,2.07,2.02
78.3,80.8,0.5,1.91,1.87,2.03,1.99
84.6,56.2,-1.5,1.87,1.83,2.08,2.04
57.8,51.3,-0.5,2.07,2.02,1.88,1.84
71.2,55.2,-1.5,2.01,1.95,2,1.91
76.7,51.8,-1.25,1.86,1.84,2.07,2.04
43.7,56.2,0,2.07,2.01,1.88,1.85
60.4,47.9,-0.5,1.94,1.89,2.04,1.97
85.7,49.6,-2.5,2.01,1.96,1.95,1.9
62,63.9,-0.25,1.97,1.91,2.01,1.96
46.6,62.7,0,1.93,1.87,2.04,1.99
57.2,65.5,0,1.82,1.78,2.16,2.09
50.3,57.7,-0.25,1.87,1.78,2.17,2.1
74.2,54.9,-1.25,1.91,1.86,2.06,2
63.9,46.6,-1,1.95,1.89,2.1,1.97
62.7,76.7,0.5,1.88,1.84,2.07,2.02
49.6,57.2,0,2.09,2.02,1.86,1.82
65.5,43.7,-1.25,2.07,2.02,1.88,1.84
47.9,62,0,2.11,2.04,1.88,1.82
57.7,74.2,0.25,2.02,1.96,1.94,1.89
55.2,60.4,-0.25,1.96,1.91,1.98,1.94
54.9,71.2,1,2.01,1.97,1.93,1.89
56.2,85.7,1.75,1.9,1.85,2.08,2.01
51.8,50.3,0.25,2.08,2.03,1.87,1.83
43.7,71.2,1.5,2.01,1.97,1.95,1.89
76.7,65.5,-1,2.1,2.04,1.87,1.82
60.4,51.8,-0.5,1.87,1.84,2.07,2.03
63.9,56.2,-0.5,2.08,2.02,1.95,1.85
62.7,54.9,-1,2.17,2.11,1.8,1.77
62,49.6,-1,2.03,1.97,1.91,1.88
46.6,57.7,0,1.84,1.81,2.11,2.06
50.3,47.9,-0.75,1.85,1.82,2.09,2.05
74.2,57.2,-0.75,1.84,1.79,2.13,2.08
85.7,55.2,-2.75,2.04,1.97,1.94,1.89
85.7,62,-2.75,2.07,1.99,1.9,1.87
49.6,63.9,0.25,1.97,1.91,2,1.95
65.5,46.6,-1,1.74,1.68,2.3,2.23
47.9,43.7,-0.75,2.13,2.08,1.84,1.8
54.9,60.4,0,1.87,1.83,2.09,2.05
57.7,76.7,0.5,1.83,1.79,2.17,2.09
55.2,62.7,-0.25,1.97,1.92,1.98,1.94
57.2,50.3,-0.25,1.91,1.87,2.04,1.99
56.2,51.8,-0.5,1.93,1.9,2.02,1.97
71.2,74.2,-1,2.11,2.05,1.86,1.81
50.3,65.5,0,2.11,2.06,1.87,1.81
43.7,85.7,2.5,1.93,1.89,2.02,1.97
47.9,54.9,-0.5,2.04,2.01,1.89,1.86
60.4,57.7,-0.25,1.96,1.92,1.98,1.95
63.9,71.2,0.5,2.11,2.06,1.85,1.82
51.8,49.6,-0.5,2.06,2.03,1.88,1.85
46.6,55.2,0,2.09,2.05,1.85,1.81
76.7,56.2,-1.25,1.88,1.85,2.05,2.02
74.2,62.7,-0.75,1.92,1.89,2.04,1.97
62,57.2,-0.25,1.87,1.82,2.1,2.05
55.2,65.5,0.25,1.81,1.77,2.15,2.1
54.9,62,0.25,1.81,1.78,2.14,2.1
56.2,50.3,-0.25,1.83,1.8,2.12,2.06
71.2,51.8,-2,2.11,2.04,1.85,1.82
57.7,47.9,-0.5,1.99,1.94,1.97,1.92
46.6,60.4,0,2,1.93,1.98,1.92
49.6,74.2,0.5,1.88,1.84,2.07,2.02
57.2,43.7,-1,1.95,1.9,2.02,1.96
85.7,76.7,-2.25,1.89,1.83,2.08,2.03
62.7,63.9,-0.25,2.06,2.01,1.89,1.85
50.3,71.2,0.75,1.99,1.93,1.95,1.92
63.9,57.2,-0.5,1.86,1.82,2.1,2.05
65.5,56.2,-0.75,2.05,2,1.89,1.85
47.9,49.6,-0.75,2.23,2.18,1.75,1.71
76.7,54.9,-1.75,2.04,1.99,1.9,1.87
43.7,46.6,-0.25,1.86,1.83,2.07,2.03
60.4,85.7,2,1.8,1.76,2.17,2.09
74.2,55.2,-1,2.01,1.96,1.95,1.89
62,62.7,-0.5,2.16,2.09,1.84,1.78
51.8,57.7,0,1.85,1.8,2.13,2.06
71.2,60.4,-1.5,2.05,1.96,2,1.89
54.9,51.8,-0.5,2.13,2.06,1.85,1.81
56.2,55.2,-0.5,1.96,1.92,1.98,1.93
57.7,43.7,-1,2.31,2.21,1.74,1.69
85.7,65.5,-2.25,1.91,1.87,2.03,1.97
62.7,47.9,-0.5,1.95,1.91,1.99,1.95
57.2,76.7,0.25,1.96,1.9,2,1.95
63.9,74.2,-0.25,2.09,2.04,1.86,1.82
46.6,62,0.25,1.93,1.88,2.03,1.97
76.7,71.2,-0.25,1.89,1.84,2.08,2.01
47.9,57.2,-0.25,2.12,2.07,1.84,1.79
54.9,85.7,2.5,1.92,1.87,2.03,1.98
56.2,62.7,-0.25,1.9,1.83,2.08,2.02
50.3,46.6,-1,2.14,2.06,1.83,1.79
62,43.7,-1,2,1.93,1.97,1.91
55.2,49.6,-0.75,2.09,2.03,1.88,1.82
65.5,57.7,-0.75,1.92,1.88,2.05,1.97
60.4,63.9,-0.25,2.17,2.07,1.83,1.79
51.8,74.2,0.5,1.88,1.84,2.06,2.01
62,60.4,-0.25,1.91,1.87,2.04,1.99
49.6,65.5,0.75,2.08,2.04,1.86,1.82
57.2,55.2,-0.25,1.74,1.7,2.26,2.19
43.7,54.9,0,1.99,1.93,1.96,1.92
71.2,47.9,-1.5,2.07,2.01,1.87,1.85
57.7,56.2,-0.25,1.86,1.82,2.08,2.04
62.7,50.3,-0.25,1.93,1.85,2.06,2
74.2,85.7,1.25,2.06,2,1.92,1.86
63.9,51.8,-1,2.12,2.05,1.86,1.81
46.6,76.7,1,1.82,1.77,2.16,2.08
85.7,63.9,-2.5,2.06,2.01,1.88,1.84
65.5,71.2,0,1.9,1.86,2.06,1.99
47.9,46.6,-0.75,1.92,1.88,2.02,1.97
54.9,57.7,0,1.89,1.84,2.08,2.01
56.2,49.6,-1,2.31,2.21,1.74,1.69
60.4,62.7,-0.5,2.05,1.98,1.92,1.88
51.8,57.2,0,1.93,1.86,2.05,2
50.3,74.2,0.25,1.99,1.93,1.96,1.91
76.7,43.7,-2,1.84,1.8,3.6,3.35
55.2,62,-0.25,1.94,1.89,2,1.96
62.7,65.5,0.25,1.91,1.87,2.02,1.98
57.2,85.7,2,2,1.79,2.14,2.06
71.2,56.2,-1.25,2.02,1.94,1.96,1.91
60.4,49.6,-0.75,2.08,2.04,1.86,1.82
57.7,55.2,-0.5,2.04,2,1.9,1.86
46.6,51.8,0,2.01,1.95,1.94,1.89
74.2,47.9,-1,1.89,1.83,2.1,2.02
43.7,50.3,0.25,1.84,1.81,2.09,2.05
63.9,54.9,-0.75,2.01,1.97,1.93,1.89
62,76.7,0.5,1.97,1.92,1.99,1.93
49.6,71.2,1,1.74,1.69,2.32,2.21
50.3,62,-0.25,1.86,1.8,2.12,2.07
54.9,46.6,-0.75,2.25,2.17,1.75,1.71
56.2,57.2,-0.25,2.01,1.95,1.93,1.89
85.7,57.7,-2.5,1.86,1.8,2.11,2.05
51.8,62.7,-0.25,1.98,1.91,1.99,1.94
55.2,43.7,-0.75,2.01,1.95,1.94,1.9
65.5,74.2,-0.25,2.05,2,1.91,1.85
47.9,63.9,0,1.87,1.83,2.07,2.01
76.7,60.4,-1.25,1.94,1.89,2.03,1.96
49.6,50.3,0,2.14,1.97,1.96,1.88
62,51.8,-0.5,1.98,1.94,1.97,1.93
47.9,65.5,0.25,1.94,1.9,2.02,1.96
54.9,55.2,-0.25,2,1.94,1.96,1.92
43.7,49.6,-0.25,2.13,2.05,1.85,1.81
60.4,50.3,-0.25,1.89,1.85,2.1,2.02
62.7,57.7,-0.25,2.15,2.07,1.84,1.8
46.6,57.2,0.25,1.87,1.83,2.11,2.04
74.2,56.2,-1,1.9,1.86,2.05,2
71.2,85.7,1,2.01,1.96,1.96,1.9
63.9,76.7,0.25,1.98,1.94,1.97,1.92
49.6,54.9,-0.25,2.05,2,1.9,1.86
65.5,62,-0.75,2.1,2.03,1.88,1.84
51.8,47.9,-0.5,2.08,2.03,1.89,1.84
57.2,62.7,-0.25,1.82,1.78,2.16,2.09
56.2,60.4,-0.25,2.17,2.09,1.83,1.78
76.7,50.3,-1.5,1.96,1.93,1.99,1.93
43.7,74.2,1,2.05,1.98,1.93,1.87
57.7,71.2,0.5,1.88,1.85,2.06,2.02
85.7,46.6,-3.25,1.94,1.9,2.02,1.96
55.2,63.9,0,1.88,1.84,2.07,2.01
54.9,65.5,0,2.25,2.08,1.82,1.79
50.3,55.2,-0.5,2.09,2.04,1.87,1.83
71.2,57.2,-1.25,1.94,1.88,2.05,1.98
63.9,43.7,-1,1.75,1.7,2.26,2.2
62.7,49.6,-0.5,2.02,1.99,1.93,1.88
51.8,85.7,2.25,1.9,1.85,2.06,2
46.6,56.2,0,1.89,1.86,2.04,2
47.9,76.7,0.75,1.87,1.82,2.11,2.04
60.4,74.2,0.25,1.94,1.9,2.01,1.96
62,57.7,-0.25,2,1.95,1.94,1.9
65.5,51.8,-1,2.29,2.21,1.72,1.68
57.2,60.4,-0.25,2.17,2.12,1.78,1.74
56.2,54.9,-0.5,2.12,2.08,1.83,1.79
43.7,62.7,0.25,2.05,1.99,1.95,1.86
71.2,46.6,-1.5,1.95,1.9,2,1.94
85.7,50.3,-2.5,1.94,1.88,2.03,1.97
55.2,47.9,-0.25,1.95,1.9,2.02,1.95
49.6,76.7,1,1.83,1.76,2.24,2.1
74.2,62,-1,1.92,1.87,2.03,1.97
57.7,63.9,-0.25,1.88,1.83,2.07,2.02
62,71.2,0.5,2.14,2.09,1.83,1.79
47.9,56.2,-0.25,1.88,1.84,2.08,2.03
54.9,50.3,-0.25,2.04,1.98,1.93,1.88
60.4,43.7,-1,1.83,1.78,2.16,2.1
62.7,85.7,2,1.77,1.73,2.23,2.15
51.8,55.2,-0.25,1.85,1.82,2.12,2.06
46.6,49.6,-0.25,1.99,1.94,1.96,1.93
76.7,74.2,-0.25,1.82,1.77,2.17,2.1
57.7,57.2,-0.25,1.8,1.73,2.25,2.16
63.9,65.5,-0.25,2.01,1.95,1.96,1.91
49.6,57.7,0,2.02,1.96,1.94,1.9
57.2,54.9,-0.25,1.93,1.89,2.01,1.97
65.5,60.4,-0.25,1.83,1.78,2.15,2.09
56.2,62,-0.5,2,1.95,1.96,1.91
50.3,63.9,0,1.85,1.81,2.11,2.06
74.2,46.6,-1.5,1.94,1.89,2.03,1.97
43.7,51.8,0,2.16,2.07,1.85,1.8
71.2,62.7,-1.25,1.95,1.89,2.02,1.97
85.7,47.9,-3,2.06,2.02,1.87,1.84
55.2,76.7,0.75,1.86,1.83,2.1,2.04
51.8,56.2,-0.25,2.2,2.15,1.79,1.74
47.9,50.3,-0.25,2.17,2.12,1.82,1.77
54.9,43.7,-0.75,2.23,2.15,1.79,1.73
60.4,71.2,0.25,2.01,1.98,1.92,1.88
63.9,49.6,-1,2.18,2.11,1.81,1.76
62.7,74.2,0.5,1.96,1.91,2,1.95
46.6,65.5,0.25,1.93,1.88,2.02,1.98
76.7,57.2,-1,1.8,1.74,2.21,2.14
57.7,85.7,1.5,2.18,2.11,1.81,1.76
62,55.2,-0.25,1.9,1.86,2.05,2
65.5,47.9,-0.5,1.88,1.85,2.08,2.03
74.2,51.8,-1.75,2.05,2.01,1.88,1.85
71.2,63.9,-0.75,1.97,1.93,1.97,1.93
49.6,60.4,0.25,1.99,1.92,1.99,1.94
57.2,46.6,-0.75,2.12,2.07,1.85,1.81
56.2,76.7,0.25,1.98,1.94,1.95,1.92
50.3,62.7,-0.25,1.85,1.82,2.11,2.06
43.7,62,-0.25,2.24,2.14,1.82,1.75
85.7,54.9,-2.75,1.84,1.8,2.12,2.06
55.2,57.7,0,1.9,1.86,2.06,2
47.9,74.2,0.5,2.11,2.05,1.87,1.82
49.6,56.2,0,2.19,2.12,1.81,1.76
60.4,55.2,-0.75,2.08,2.04,1.86,1.83
57.7,65.5,-0.5,1.99,1.94,1.96,1.93
62.7,57.2,-0.25,1.85,1.81,2.12,2.06
51.8,54.9,-0.5,2.02,1.98,1.92,1.88
46.6,50.3,0,1.89,1.86,2.05,2
76.7,85.7,1.5,1.8,1.77,2.17,2.1
71.2,43.7,-1.5,2,1.93,2,1.94
63.9,62,-1,2.07,2.02,1.87,1.84
54.9,62.7,-0.25,2.33,2.25,1.71,1.68
